State/UT,District,ds,Category,y
Andhra Pradesh,West Godavari,2020-07-01,Outcome,53.45
Andhra Pradesh,West Godavari,2020-07-01,Overall,326.71000000000004
Andhra Pradesh,West Godavari,2020-07-01,SS,57.14
Andhra Pradesh,West Godavari,2021-07-01,DL,30.0
Andhra Pradesh,West Godavari,2021-07-01,ECT,94.44
Andhra Pradesh,West Godavari,2021-07-01,GP,80.95
Andhra Pradesh,West Godavari,2021-07-01,IF,86.27
Andhra Pradesh,West Godavari,2021-07-01,Outcome,41.38
Andhra Pradesh,West Godavari,2021-07-01,Overall,424.47
Andhra Pradesh,West Godavari,2021-07-01,SS,91.43
Arunachal Pradesh,Anjaw,2018-07-01,DL,4.0
Arunachal Pradesh,Anjaw,2018-07-01,ECT,68.89
Arunachal Pradesh,Anjaw,2018-07-01,GP,58.33
Arunachal Pradesh,Anjaw,2018-07-01,IF,74.51
Arunachal Pradesh,Anjaw,2018-07-01,Outcome,43.45
Arunachal Pradesh,Anjaw,2018-07-01,Overall,297.75
Arunachal Pradesh,Anjaw,2018-07-01,SS,48.57
Arunachal Pradesh,Anjaw,2019-07-01,DL,4.0
Arunachal Pradesh,Anjaw,2019-07-01,ECT,63.33
Arunachal Pradesh,Anjaw,2019-07-01,GP,57.14
Arunachal Pradesh,Anjaw,2019-07-01,IF,78.43
Arunachal Pradesh,Anjaw,2019-07-01,Outcome,41.72
Arunachal Pradesh,Anjaw,2019-07-01,Overall,290.33000000000004
Arunachal Pradesh,Anjaw,2019-07-01,SS,45.71
Arunachal Pradesh,Anjaw,2020-07-01,DL,2.0
Arunachal Pradesh,Anjaw,2020-07-01,ECT,66.67
Arunachal Pradesh,Anjaw,2020-07-01,GP,40.48
Arunachal Pradesh,Anjaw,2020-07-01,IF,66.67
Arunachal Pradesh,Anjaw,2020-07-01,Outcome,35.52
Arunachal Pradesh,Anjaw,2020-07-01,Overall,228.48
Arunachal Pradesh,Anjaw,2020-07-01,SS,17.14
Arunachal Pradesh,Anjaw,2021-07-01,DL,10.0
Arunachal Pradesh,Anjaw,2021-07-01,ECT,68.89
Arunachal Pradesh,Anjaw,2021-07-01,GP,64.29
Arunachal Pradesh,Anjaw,2021-07-01,IF,52.94
Arunachal Pradesh,Anjaw,2021-07-01,Outcome,36.55
Arunachal Pradesh,Anjaw,2021-07-01,Overall,292.67
Arunachal Pradesh,Anjaw,2021-07-01,SS,60.0
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,DL,10.0
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,ECT,62.22
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,GP,60.71
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,IF,54.9
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,Outcome,37.93
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,Overall,240.05
Arunachal Pradesh,Capital Complex Itanagar,2018-07-01,SS,14.29
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,DL,28.0
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,ECT,74.44
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,GP,76.19
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,IF,72.55
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,Outcome,41.03
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,Overall,306.5
Arunachal Pradesh,Capital Complex Itanagar,2019-07-01,SS,14.29
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,DL,30.0
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,ECT,53.33
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,GP,70.24
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,IF,68.63
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,Outcome,40.0
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,Overall,299.34
Arunachal Pradesh,Capital Complex Itanagar,2020-07-01,SS,37.14
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,DL,28.0
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,ECT,56.67
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,GP,69.05
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,IF,72.55
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,Outcome,35.86
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,Overall,310.7
Arunachal Pradesh,Capital Complex Itanagar,2021-07-01,SS,48.57
Arunachal Pradesh,Changlang,2018-07-01,DL,8.0
Arunachal Pradesh,Changlang,2018-07-01,ECT,57.78
Arunachal Pradesh,Changlang,2018-07-01,GP,42.86
Arunachal Pradesh,Changlang,2018-07-01,IF,76.47
Arunachal Pradesh,Changlang,2018-07-01,Outcome,30.69
Arunachal Pradesh,Changlang,2018-07-01,Overall,298.66
Arunachal Pradesh,Changlang,2018-07-01,SS,82.86
Arunachal Pradesh,Changlang,2019-07-01,DL,10.0
Arunachal Pradesh,Changlang,2019-07-01,ECT,58.89
Arunachal Pradesh,Changlang,2019-07-01,GP,36.9
Arunachal Pradesh,Changlang,2019-07-01,IF,80.39
Arunachal Pradesh,Changlang,2019-07-01,Outcome,28.28
Arunachal Pradesh,Changlang,2019-07-01,Overall,297.32
Arunachal Pradesh,Changlang,2019-07-01,SS,82.86
Arunachal Pradesh,Changlang,2020-07-01,DL,10.0
Arunachal Pradesh,Changlang,2020-07-01,ECT,68.89
Arunachal Pradesh,Changlang,2020-07-01,GP,54.76
Arunachal Pradesh,Changlang,2020-07-01,IF,76.47
Arunachal Pradesh,Changlang,2020-07-01,Outcome,26.9
Arunachal Pradesh,Changlang,2020-07-01,Overall,294.16
Arunachal Pradesh,Changlang,2020-07-01,SS,57.14
Arunachal Pradesh,Changlang,2021-07-01,DL,12.0
Arunachal Pradesh,Changlang,2021-07-01,ECT,70.0
Arunachal Pradesh,Changlang,2021-07-01,GP,55.95
Arunachal Pradesh,Changlang,2021-07-01,IF,76.47
Arunachal Pradesh,Changlang,2021-07-01,Outcome,28.28
Arunachal Pradesh,Changlang,2021-07-01,Overall,296.99
Arunachal Pradesh,Changlang,2021-07-01,SS,54.29
Arunachal Pradesh,Dibang Valley,2018-07-01,DL,6.0
Arunachal Pradesh,Dibang Valley,2018-07-01,ECT,32.22
Arunachal Pradesh,Dibang Valley,2018-07-01,GP,13.1
Arunachal Pradesh,Dibang Valley,2018-07-01,IF,72.55
Arunachal Pradesh,Dibang Valley,2018-07-01,Outcome,34.48
Arunachal Pradesh,Dibang Valley,2018-07-01,Overall,178.35
Arunachal Pradesh,Dibang Valley,2018-07-01,SS,20.0
Arunachal Pradesh,Dibang Valley,2019-07-01,DL,14.0
Arunachal Pradesh,Dibang Valley,2019-07-01,ECT,30.0
Arunachal Pradesh,Dibang Valley,2019-07-01,GP,30.95
Arunachal Pradesh,Dibang Valley,2019-07-01,IF,68.63
Arunachal Pradesh,Dibang Valley,2019-07-01,Outcome,31.03
Arunachal Pradesh,Dibang Valley,2019-07-01,Overall,194.61
Arunachal Pradesh,Dibang Valley,2019-07-01,SS,20.0
Arunachal Pradesh,Dibang Valley,2020-07-01,DL,8.0
Arunachal Pradesh,Dibang Valley,2020-07-01,ECT,53.33
Arunachal Pradesh,Dibang Valley,2020-07-01,GP,55.95
Arunachal Pradesh,Dibang Valley,2020-07-01,IF,72.55
Arunachal Pradesh,Dibang Valley,2020-07-01,Outcome,33.45
Arunachal Pradesh,Dibang Valley,2020-07-01,Overall,268.99
Arunachal Pradesh,Dibang Valley,2020-07-01,SS,45.71
Arunachal Pradesh,Dibang Valley,2021-07-01,DL,8.0
Arunachal Pradesh,Dibang Valley,2021-07-01,ECT,72.22
Arunachal Pradesh,Dibang Valley,2021-07-01,GP,60.71
Arunachal Pradesh,Dibang Valley,2021-07-01,IF,66.67
Arunachal Pradesh,Dibang Valley,2021-07-01,Outcome,34.14
Arunachal Pradesh,Dibang Valley,2021-07-01,Overall,278.88
Arunachal Pradesh,Dibang Valley,2021-07-01,SS,37.14
Arunachal Pradesh,East Kameng,2018-07-01,DL,6.0
Arunachal Pradesh,East Kameng,2018-07-01,ECT,65.56
Arunachal Pradesh,East Kameng,2018-07-01,GP,9.52
Arunachal Pradesh,East Kameng,2018-07-01,IF,64.71
Arunachal Pradesh,East Kameng,2018-07-01,Outcome,30.0
Arunachal Pradesh,East Kameng,2018-07-01,Overall,238.65
Arunachal Pradesh,East Kameng,2018-07-01,SS,62.86
Arunachal Pradesh,East Kameng,2019-07-01,DL,10.0
Arunachal Pradesh,East Kameng,2019-07-01,ECT,78.89
Arunachal Pradesh,East Kameng,2019-07-01,GP,61.9
Arunachal Pradesh,East Kameng,2019-07-01,IF,78.43
Arunachal Pradesh,East Kameng,2019-07-01,Outcome,30.69
Arunachal Pradesh,East Kameng,2019-07-01,Overall,334.2
Arunachal Pradesh,East Kameng,2019-07-01,SS,74.29
Arunachal Pradesh,East Kameng,2020-07-01,DL,4.0
Arunachal Pradesh,East Kameng,2020-07-01,ECT,58.89
Arunachal Pradesh,East Kameng,2020-07-01,GP,58.33
Arunachal Pradesh,East Kameng,2020-07-01,IF,62.75
Arunachal Pradesh,East Kameng,2020-07-01,Outcome,34.14
Arunachal Pradesh,East Kameng,2020-07-01,Overall,235.25
Arunachal Pradesh,East Kameng,2020-07-01,SS,17.14
Arunachal Pradesh,East Kameng,2021-07-01,DL,12.0
Arunachal Pradesh,East Kameng,2021-07-01,ECT,67.78
Arunachal Pradesh,East Kameng,2021-07-01,GP,63.1
Arunachal Pradesh,East Kameng,2021-07-01,IF,64.71
Arunachal Pradesh,East Kameng,2021-07-01,Outcome,31.38
Arunachal Pradesh,East Kameng,2021-07-01,Overall,296.11
Arunachal Pradesh,East Kameng,2021-07-01,SS,57.14
Arunachal Pradesh,East Siang,2018-07-01,DL,6.0
Arunachal Pradesh,East Siang,2018-07-01,ECT,61.11
Arunachal Pradesh,East Siang,2018-07-01,GP,60.71
Arunachal Pradesh,East Siang,2018-07-01,IF,78.43
Arunachal Pradesh,East Siang,2018-07-01,Outcome,28.97
Arunachal Pradesh,East Siang,2018-07-01,Overall,300.92999999999995
Arunachal Pradesh,East Siang,2018-07-01,SS,65.71
Arunachal Pradesh,East Siang,2019-07-01,DL,26.0
Arunachal Pradesh,East Siang,2019-07-01,ECT,63.33
Arunachal Pradesh,East Siang,2019-07-01,GP,61.9
Arunachal Pradesh,East Siang,2019-07-01,IF,86.27
Arunachal Pradesh,East Siang,2019-07-01,Outcome,27.24
Arunachal Pradesh,East Siang,2019-07-01,Overall,330.44999999999993
Arunachal Pradesh,East Siang,2019-07-01,SS,65.71
Arunachal Pradesh,East Siang,2020-07-01,DL,14.0
Arunachal Pradesh,East Siang,2020-07-01,ECT,66.67
Arunachal Pradesh,East Siang,2020-07-01,GP,64.29
Arunachal Pradesh,East Siang,2020-07-01,IF,66.67
Arunachal Pradesh,East Siang,2020-07-01,Outcome,32.41
Arunachal Pradesh,East Siang,2020-07-01,Overall,292.61
Arunachal Pradesh,East Siang,2020-07-01,SS,48.57
Arunachal Pradesh,East Siang,2021-07-01,DL,18.0
Arunachal Pradesh,East Siang,2021-07-01,ECT,71.11
Arunachal Pradesh,East Siang,2021-07-01,GP,59.52
Arunachal Pradesh,East Siang,2021-07-01,IF,80.39
Arunachal Pradesh,East Siang,2021-07-01,Outcome,40.34
Arunachal Pradesh,East Siang,2021-07-01,Overall,340.79
Arunachal Pradesh,East Siang,2021-07-01,SS,71.43
Arunachal Pradesh,KRA Dadi,2018-07-01,DL,0.0
Arunachal Pradesh,KRA Dadi,2018-07-01,ECT,64.44
Arunachal Pradesh,KRA Dadi,2018-07-01,GP,41.67
Arunachal Pradesh,KRA Dadi,2018-07-01,IF,70.59
Arunachal Pradesh,KRA Dadi,2018-07-01,Outcome,32.41
Arunachal Pradesh,KRA Dadi,2018-07-01,Overall,240.54
Arunachal Pradesh,KRA Dadi,2018-07-01,SS,31.43
Arunachal Pradesh,KRA Dadi,2019-07-01,DL,4.0
Arunachal Pradesh,KRA Dadi,2019-07-01,ECT,23.33
Arunachal Pradesh,KRA Dadi,2019-07-01,GP,9.52
Arunachal Pradesh,KRA Dadi,2019-07-01,IF,72.55
Arunachal Pradesh,KRA Dadi,2019-07-01,Outcome,32.41
Arunachal Pradesh,KRA Dadi,2019-07-01,Overall,158.95000000000002
Arunachal Pradesh,KRA Dadi,2019-07-01,SS,17.14
Arunachal Pradesh,KRA Dadi,2020-07-01,DL,2.0
Arunachal Pradesh,KRA Dadi,2020-07-01,ECT,65.56
Arunachal Pradesh,KRA Dadi,2020-07-01,GP,64.29
Arunachal Pradesh,KRA Dadi,2020-07-01,IF,64.71
Arunachal Pradesh,KRA Dadi,2020-07-01,Outcome,37.59
Arunachal Pradesh,KRA Dadi,2020-07-01,Overall,285.58000000000004
Arunachal Pradesh,KRA Dadi,2020-07-01,SS,51.43
Arunachal Pradesh,KRA Dadi,2021-07-01,DL,6.0
Arunachal Pradesh,KRA Dadi,2021-07-01,ECT,68.89
Arunachal Pradesh,KRA Dadi,2021-07-01,GP,63.1
Arunachal Pradesh,KRA Dadi,2021-07-01,IF,72.55
Arunachal Pradesh,KRA Dadi,2021-07-01,Outcome,35.86
Arunachal Pradesh,KRA Dadi,2021-07-01,Overall,297.83000000000004
Arunachal Pradesh,KRA Dadi,2021-07-01,SS,51.43
Arunachal Pradesh,Kamle,2018-07-01,DL,4.0
Arunachal Pradesh,Kamle,2018-07-01,ECT,76.67
Arunachal Pradesh,Kamle,2018-07-01,GP,63.1
Arunachal Pradesh,Kamle,2018-07-01,IF,60.78
Arunachal Pradesh,Kamle,2018-07-01,Outcome,38.97
Arunachal Pradesh,Kamle,2018-07-01,Overall,334.95000000000005
Arunachal Pradesh,Kamle,2018-07-01,SS,91.43
Arunachal Pradesh,Kamle,2019-07-01,DL,6.0
Arunachal Pradesh,Kamle,2019-07-01,ECT,78.89
Arunachal Pradesh,Kamle,2019-07-01,GP,65.48
Arunachal Pradesh,Kamle,2019-07-01,IF,70.59
Arunachal Pradesh,Kamle,2019-07-01,Outcome,43.45
Arunachal Pradesh,Kamle,2019-07-01,Overall,344.41
Arunachal Pradesh,Kamle,2019-07-01,SS,80.0
Arunachal Pradesh,Kamle,2020-07-01,DL,4.0
Arunachal Pradesh,Kamle,2020-07-01,ECT,61.11
Arunachal Pradesh,Kamle,2020-07-01,GP,51.19
Arunachal Pradesh,Kamle,2020-07-01,IF,58.82
Arunachal Pradesh,Kamle,2020-07-01,Outcome,54.83
Arunachal Pradesh,Kamle,2020-07-01,Overall,272.81
Arunachal Pradesh,Kamle,2020-07-01,SS,42.86
Arunachal Pradesh,Kamle,2021-07-01,DL,16.0
Arunachal Pradesh,Kamle,2021-07-01,ECT,71.11
Arunachal Pradesh,Kamle,2021-07-01,GP,44.05
Arunachal Pradesh,Kamle,2021-07-01,IF,72.55
Arunachal Pradesh,Kamle,2021-07-01,Outcome,48.62
Arunachal Pradesh,Kamle,2021-07-01,Overall,266.61999999999995
Arunachal Pradesh,Kamle,2021-07-01,SS,14.29
Arunachal Pradesh,Kurung Kumey,2018-07-01,DL,2.0
Arunachal Pradesh,Kurung Kumey,2018-07-01,ECT,37.78
Arunachal Pradesh,Kurung Kumey,2018-07-01,GP,59.52
Arunachal Pradesh,Kurung Kumey,2018-07-01,IF,64.71
Arunachal Pradesh,Kurung Kumey,2018-07-01,Outcome,34.83
Arunachal Pradesh,Kurung Kumey,2018-07-01,Overall,224.55
Arunachal Pradesh,Kurung Kumey,2018-07-01,SS,25.71
Arunachal Pradesh,Kurung Kumey,2019-07-01,DL,8.0
Arunachal Pradesh,Kurung Kumey,2019-07-01,ECT,37.78
Arunachal Pradesh,Kurung Kumey,2019-07-01,GP,58.33
Arunachal Pradesh,Kurung Kumey,2019-07-01,IF,76.47
Arunachal Pradesh,Kurung Kumey,2019-07-01,Outcome,38.62
Arunachal Pradesh,Kurung Kumey,2019-07-01,Overall,244.91000000000005
Arunachal Pradesh,Kurung Kumey,2019-07-01,SS,25.71
Arunachal Pradesh,Kurung Kumey,2020-07-01,DL,10.0
Arunachal Pradesh,Kurung Kumey,2020-07-01,ECT,57.78
Arunachal Pradesh,Kurung Kumey,2020-07-01,GP,58.33
Arunachal Pradesh,Kurung Kumey,2020-07-01,IF,50.98
Arunachal Pradesh,Kurung Kumey,2020-07-01,Outcome,40.69
Arunachal Pradesh,Kurung Kumey,2020-07-01,Overall,254.92
Arunachal Pradesh,Kurung Kumey,2020-07-01,SS,37.14
Arunachal Pradesh,Kurung Kumey,2021-07-01,DL,10.0
Arunachal Pradesh,Kurung Kumey,2021-07-01,ECT,61.11
Arunachal Pradesh,Kurung Kumey,2021-07-01,GP,57.14
Arunachal Pradesh,Kurung Kumey,2021-07-01,IF,54.9
Arunachal Pradesh,Kurung Kumey,2021-07-01,Outcome,25.52
Arunachal Pradesh,Kurung Kumey,2021-07-01,Overall,248.67
Arunachal Pradesh,Kurung Kumey,2021-07-01,SS,40.0
Arunachal Pradesh,Lohit,2018-07-01,DL,0.0
Arunachal Pradesh,Lohit,2018-07-01,ECT,35.56
Arunachal Pradesh,Lohit,2018-07-01,GP,35.71
Arunachal Pradesh,Lohit,2018-07-01,IF,64.71
Arunachal Pradesh,Lohit,2018-07-01,Outcome,46.55
Arunachal Pradesh,Lohit,2018-07-01,Overall,188.24
Arunachal Pradesh,Lohit,2018-07-01,SS,5.71
Arunachal Pradesh,Lohit,2019-07-01,DL,6.0
Arunachal Pradesh,Lohit,2019-07-01,ECT,57.78
Arunachal Pradesh,Lohit,2019-07-01,GP,13.1
Arunachal Pradesh,Lohit,2019-07-01,IF,66.67
Arunachal Pradesh,Lohit,2019-07-01,Outcome,47.24
Arunachal Pradesh,Lohit,2019-07-01,Overall,202.22
Arunachal Pradesh,Lohit,2019-07-01,SS,11.43
Arunachal Pradesh,Lohit,2020-07-01,DL,6.0
Arunachal Pradesh,Lohit,2020-07-01,ECT,52.22
Arunachal Pradesh,Lohit,2020-07-01,GP,33.33
Arunachal Pradesh,Lohit,2020-07-01,IF,62.75
Arunachal Pradesh,Lohit,2020-07-01,Outcome,46.55
Arunachal Pradesh,Lohit,2020-07-01,Overall,223.71
Arunachal Pradesh,Lohit,2020-07-01,SS,22.86
Arunachal Pradesh,Lohit,2021-07-01,DL,10.0
Arunachal Pradesh,Lohit,2021-07-01,ECT,75.56
Arunachal Pradesh,Lohit,2021-07-01,GP,59.52
Arunachal Pradesh,Lohit,2021-07-01,IF,58.82
Arunachal Pradesh,Lohit,2021-07-01,Outcome,34.83
Arunachal Pradesh,Lohit,2021-07-01,Overall,321.59
Arunachal Pradesh,Lohit,2021-07-01,SS,82.86
Arunachal Pradesh,Longding,2018-07-01,DL,16.0
Arunachal Pradesh,Longding,2018-07-01,ECT,71.11
Arunachal Pradesh,Longding,2018-07-01,GP,1.19
Arunachal Pradesh,Longding,2018-07-01,IF,68.63
Arunachal Pradesh,Longding,2018-07-01,Outcome,31.03
Arunachal Pradesh,Longding,2018-07-01,Overall,216.53
Arunachal Pradesh,Longding,2018-07-01,SS,28.57
Arunachal Pradesh,Longding,2019-07-01,DL,18.0
Arunachal Pradesh,Longding,2019-07-01,ECT,57.78
Arunachal Pradesh,Longding,2019-07-01,GP,1.19
Arunachal Pradesh,Longding,2019-07-01,IF,66.67
Arunachal Pradesh,Longding,2019-07-01,Outcome,23.45
Arunachal Pradesh,Longding,2019-07-01,Overall,181.38
Arunachal Pradesh,Longding,2019-07-01,SS,14.29
Arunachal Pradesh,Longding,2020-07-01,DL,12.0
Arunachal Pradesh,Longding,2020-07-01,ECT,52.22
Arunachal Pradesh,Longding,2020-07-01,GP,40.48
Arunachal Pradesh,Longding,2020-07-01,IF,58.82
Arunachal Pradesh,Longding,2020-07-01,Outcome,25.86
Arunachal Pradesh,Longding,2020-07-01,Overall,197.95
Arunachal Pradesh,Longding,2020-07-01,SS,8.57
Arunachal Pradesh,Longding,2021-07-01,DL,14.0
Arunachal Pradesh,Longding,2021-07-01,ECT,62.22
Arunachal Pradesh,Longding,2021-07-01,GP,57.14
Arunachal Pradesh,Longding,2021-07-01,IF,66.67
Arunachal Pradesh,Longding,2021-07-01,Outcome,24.48
Arunachal Pradesh,Longding,2021-07-01,Overall,287.37
Arunachal Pradesh,Longding,2021-07-01,SS,62.86
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,DL,16.0
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,ECT,81.11
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,GP,64.29
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,IF,78.43
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,Outcome,31.72
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,Overall,342.98
Arunachal Pradesh,Lower Dibang Valley,2018-07-01,SS,71.43
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,DL,20.0
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,ECT,81.11
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,GP,64.29
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,IF,80.39
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,Outcome,32.76
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,Overall,349.98
Arunachal Pradesh,Lower Dibang Valley,2019-07-01,SS,71.43
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,DL,20.0
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,ECT,86.67
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,GP,64.29
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,IF,70.59
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,Outcome,31.72
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,Overall,341.84000000000003
Arunachal Pradesh,Lower Dibang Valley,2020-07-01,SS,68.57
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,DL,22.0
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,ECT,77.78
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,GP,64.29
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,IF,66.67
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,Outcome,37.59
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,Overall,351.19000000000005
Arunachal Pradesh,Lower Dibang Valley,2021-07-01,SS,82.86
Arunachal Pradesh,Lower Siang,2018-07-01,DL,6.0
Arunachal Pradesh,Lower Siang,2018-07-01,ECT,35.56
Arunachal Pradesh,Lower Siang,2018-07-01,GP,64.29
Arunachal Pradesh,Lower Siang,2018-07-01,IF,70.59
Arunachal Pradesh,Lower Siang,2018-07-01,Outcome,28.62
Arunachal Pradesh,Lower Siang,2018-07-01,Overall,213.63
Arunachal Pradesh,Lower Siang,2018-07-01,SS,8.57
Arunachal Pradesh,Lower Siang,2019-07-01,DL,6.0
Arunachal Pradesh,Lower Siang,2019-07-01,ECT,51.11
Arunachal Pradesh,Lower Siang,2019-07-01,GP,69.05
Arunachal Pradesh,Lower Siang,2019-07-01,IF,64.71
Arunachal Pradesh,Lower Siang,2019-07-01,Outcome,31.38
Arunachal Pradesh,Lower Siang,2019-07-01,Overall,262.25
Arunachal Pradesh,Lower Siang,2019-07-01,SS,40.0
Arunachal Pradesh,Lower Siang,2020-07-01,DL,4.0
Arunachal Pradesh,Lower Siang,2020-07-01,ECT,74.44
Arunachal Pradesh,Lower Siang,2020-07-01,GP,63.1
Arunachal Pradesh,Lower Siang,2020-07-01,IF,52.94
Arunachal Pradesh,Lower Siang,2020-07-01,Outcome,41.72
Arunachal Pradesh,Lower Siang,2020-07-01,Overall,301.91
Arunachal Pradesh,Lower Siang,2020-07-01,SS,65.71
Arunachal Pradesh,Lower Siang,2021-07-01,DL,8.0
Arunachal Pradesh,Lower Siang,2021-07-01,ECT,58.89
Arunachal Pradesh,Lower Siang,2021-07-01,GP,63.1
Arunachal Pradesh,Lower Siang,2021-07-01,IF,56.86
Arunachal Pradesh,Lower Siang,2021-07-01,Outcome,29.66
Arunachal Pradesh,Lower Siang,2021-07-01,Overall,290.8
Arunachal Pradesh,Lower Siang,2021-07-01,SS,74.29
Arunachal Pradesh,Lower Subansiri,2018-07-01,DL,8.0
Arunachal Pradesh,Lower Subansiri,2018-07-01,ECT,74.44
Arunachal Pradesh,Lower Subansiri,2018-07-01,GP,45.24
Arunachal Pradesh,Lower Subansiri,2018-07-01,IF,66.67
Arunachal Pradesh,Lower Subansiri,2018-07-01,Outcome,35.52
Arunachal Pradesh,Lower Subansiri,2018-07-01,Overall,244.16
Arunachal Pradesh,Lower Subansiri,2018-07-01,SS,14.29
Arunachal Pradesh,Lower Subansiri,2019-07-01,DL,18.0
Arunachal Pradesh,Lower Subansiri,2019-07-01,ECT,75.56
Arunachal Pradesh,Lower Subansiri,2019-07-01,GP,41.67
Arunachal Pradesh,Lower Subansiri,2019-07-01,IF,80.39
Arunachal Pradesh,Lower Subansiri,2019-07-01,Outcome,37.24
Arunachal Pradesh,Lower Subansiri,2019-07-01,Overall,264.29
Arunachal Pradesh,Lower Subansiri,2019-07-01,SS,11.43
Arunachal Pradesh,Lower Subansiri,2020-07-01,DL,20.0
Arunachal Pradesh,Lower Subansiri,2020-07-01,ECT,73.33
Arunachal Pradesh,Lower Subansiri,2020-07-01,GP,60.71
Arunachal Pradesh,Lower Subansiri,2020-07-01,IF,72.55
Arunachal Pradesh,Lower Subansiri,2020-07-01,Outcome,48.62
Arunachal Pradesh,Lower Subansiri,2020-07-01,Overall,338.07
Arunachal Pradesh,Lower Subansiri,2020-07-01,SS,62.86
Arunachal Pradesh,Lower Subansiri,2021-07-01,DL,16.0
Arunachal Pradesh,Lower Subansiri,2021-07-01,ECT,85.56
Arunachal Pradesh,Lower Subansiri,2021-07-01,GP,63.1
Arunachal Pradesh,Lower Subansiri,2021-07-01,IF,78.43
Arunachal Pradesh,Lower Subansiri,2021-07-01,Outcome,54.83
Arunachal Pradesh,Lower Subansiri,2021-07-01,Overall,369.35
Arunachal Pradesh,Lower Subansiri,2021-07-01,SS,71.43
Arunachal Pradesh,Namsai,2018-07-01,DL,4.0
Arunachal Pradesh,Namsai,2018-07-01,ECT,13.33
Arunachal Pradesh,Namsai,2018-07-01,GP,23.81
Arunachal Pradesh,Namsai,2018-07-01,IF,76.47
Arunachal Pradesh,Namsai,2018-07-01,Outcome,24.48
Arunachal Pradesh,Namsai,2018-07-01,Overall,172.57
Arunachal Pradesh,Namsai,2018-07-01,SS,30.48
Arunachal Pradesh,Namsai,2019-07-01,DL,8.0
Arunachal Pradesh,Namsai,2019-07-01,ECT,67.78
Arunachal Pradesh,Namsai,2019-07-01,GP,29.76
Arunachal Pradesh,Namsai,2019-07-01,IF,78.43
Arunachal Pradesh,Namsai,2019-07-01,Outcome,27.93
Arunachal Pradesh,Namsai,2019-07-01,Overall,254.76
Arunachal Pradesh,Namsai,2019-07-01,SS,42.86
Arunachal Pradesh,Namsai,2020-07-01,DL,6.0
Arunachal Pradesh,Namsai,2020-07-01,ECT,73.33
Arunachal Pradesh,Namsai,2020-07-01,GP,63.1
Arunachal Pradesh,Namsai,2020-07-01,IF,58.82
Arunachal Pradesh,Namsai,2020-07-01,Outcome,34.14
Arunachal Pradesh,Namsai,2020-07-01,Overall,255.39
Arunachal Pradesh,Namsai,2020-07-01,SS,20.0
Arunachal Pradesh,Namsai,2021-07-01,DL,10.0
Arunachal Pradesh,Namsai,2021-07-01,ECT,68.89
Arunachal Pradesh,Namsai,2021-07-01,GP,63.1
Arunachal Pradesh,Namsai,2021-07-01,IF,58.82
Arunachal Pradesh,Namsai,2021-07-01,Outcome,35.52
